"data","ranklist"
"2023-12-23","[[1495,""Jungkook"",""Standing Next To You"",18,183],[""1495"",""Jungkook"",""Seven"",19,182],[""1495"",""Jungkook"",""3D"",42,159],[2703,""LE SSERAFIM"",""Perfect Night"",47,154],[""707"",""Aespa"",""Drama"",137,64],[4454,""FIFTY FIFTY"",""Cupid"",155,46],[3457,""NewJeans"",""Super Shy"",163,38],[5229,""BABYMONSTER"",""Batter Up"",166,35],[2649,""Jimin"",""Like Crazy"",175,26],[366,""Jennie"",""You & Me"",194,7]]"
"2023-12-30","[[1495,""Jungkook"",""Standing Next To You"",17,184],[""1495"",""Jungkook"",""Seven"",29,172],[2703,""LE SSERAFIM"",""Perfect Night"",60,141],[""1495"",""Jungkook"",""3D"",63,138],[""707"",""Aespa"",""Drama"",155,46],[3457,""NewJeans"",""Super Shy"",164,37],[4454,""FIFTY FIFTY"",""Cupid"",165,36],[2649,""Jimin"",""Like Crazy"",171,30],[3457,""NewJeans"",""Ditto"",172,29],[5229,""BABYMONSTER"",""Batter Up"",192,9]]"
"2024-01-06","[[1495,""Jungkook"",""Standing Next To You"",42,159],[""1495"",""Jungkook"",""Seven"",44,157],[2649,""Jimin"",""Closer Than This"",55,146],[2703,""LE SSERAFIM"",""Perfect Night"",76,125],[""1495"",""Jungkook"",""3D"",82,119],[2649,""Jimin"",""Like Crazy"",145,56],[3457,""NewJeans"",""Super Shy"",188,13],[4454,""FIFTY FIFTY"",""Cupid"",194,7],[3457,""NewJeans"",""Ditto"",196,5]]"
"2024-01-13","[[""1495"",""Jungkook"",""Seven"",9,192],[1495,""Jungkook"",""Standing Next To You"",11,190],[2703,""LE SSERAFIM"",""Perfect Night"",27,174],[""1495"",""Jungkook"",""3D"",42,159],[3457,""NewJeans"",""Super Shy"",87,114],[2649,""Jimin"",""Like Crazy"",96,105],[""707"",""Aespa"",""Drama"",103,98],[4454,""FIFTY FIFTY"",""Cupid"",107,94],[3457,""NewJeans"",""Ditto"",115,86],[3457,""NewJeans"",""OMG"",131,70],[2649,""Jimin"",""Closer Than This"",147,54],[366,""Jennie"",""You & Me"",164,37]]"
"2024-01-20","[[""1495"",""Jungkook"",""Seven"",13,188],[1495,""Jungkook"",""Standing Next To You"",14,187],[2703,""LE SSERAFIM"",""Perfect Night"",18,183],[""1495"",""Jungkook"",""3D"",44,157],[3457,""NewJeans"",""Super Shy"",88,113],[2649,""Jimin"",""Like Crazy"",93,108],[4454,""FIFTY FIFTY"",""Cupid"",101,100],[""707"",""Aespa"",""Drama"",103,98],[3457,""NewJeans"",""Ditto"",113,88],[3457,""NewJeans"",""OMG"",118,83],[366,""Jennie"",""You & Me"",161,40],[3457,""NewJeans"",""ETA"",192,9]]"
"2024-01-27","[[1495,""Jungkook"",""Standing Next To You"",23,178],[""1495"",""Jungkook"",""Seven"",25,176],[2703,""LE SSERAFIM"",""Perfect Night"",37,164],[""1495"",""Jungkook"",""3D"",68,133],[2649,""Jimin"",""Like Crazy"",84,117],[3457,""NewJeans"",""Super Shy"",122,79],[""707"",""Aespa"",""Drama"",146,55],[4454,""FIFTY FIFTY"",""Cupid"",156,45],[3457,""NewJeans"",""OMG"",180,21],[3457,""NewJeans"",""Ditto"",185,16]]"
"2024-02-03","[[1495,""Jungkook"",""Standing Next To You"",22,179],[""1495"",""Jungkook"",""Seven"",26,175],[2703,""LE SSERAFIM"",""Perfect Night"",38,163],[""1495"",""Jungkook"",""3D"",79,122],[2649,""Jimin"",""Like Crazy"",127,74],[98,""IU"",""Love Wins All"",129,72],[""707"",""Aespa"",""Drama"",138,63],[3457,""NewJeans"",""Super Shy"",155,46],[4454,""FIFTY FIFTY"",""Cupid"",186,15]]"
"2024-02-10","[[98,""IU"",""Love Wins All"",25,176],[""1495"",""Jungkook"",""Seven"",28,173],[1495,""Jungkook"",""Standing Next To You"",31,170],[2703,""LE SSERAFIM"",""Perfect Night"",47,154],[""1495"",""Jungkook"",""3D"",88,113],[292,""(G)I-dle"",""Wife"",92,109],[2649,""Jimin"",""Like Crazy"",159,42],[""707"",""Aespa"",""Drama"",163,38],[3457,""NewJeans"",""Super Shy"",184,17]]"
"2024-02-17","[[1495,""Jungkook"",""Standing Next To You"",31,170],[""1495"",""Jungkook"",""Seven"",32,169],[""208"",""Twice"",""I Got You"",38,163],[98,""IU"",""Love Wins All"",64,137],[2703,""LE SSERAFIM"",""Perfect Night"",72,129],[""1495"",""Jungkook"",""3D"",89,112],[292,""(G)I-dle"",""Super Lady"",114,87],[292,""(G)I-dle"",""Wife"",128,73],[2649,""Jimin"",""Like Crazy"",155,46],[3457,""NewJeans"",""Super Shy"",187,14]]"
"2024-02-24","[[1495,""Jungkook"",""Standing Next To You"",25,176],[""1495"",""Jungkook"",""Seven"",36,165],[2703,""LE SSERAFIM"",""Perfect Night"",88,113],[""1495"",""Jungkook"",""3D"",109,92],[98,""IU"",""Love Wins All"",129,72],[292,""(G)I-dle"",""Super Lady"",181,20],[2649,""Jimin"",""Like Crazy"",192,9]]"
"2024-03-02","[[""1495"",""Jungkook"",""Seven"",27,174],[1495,""Jungkook"",""Standing Next To You"",28,173],[2703,""LE SSERAFIM"",""Easy"",73,128],[2703,""LE SSERAFIM"",""Perfect Night"",75,126],[98,""IU"",""Love Wins All"",94,107],[""1495"",""Jungkook"",""3D"",108,93],[515,""BIBI"",""Bam Yang Gang"",113,88],[2649,""Jimin"",""Like Crazy"",169,32],[292,""(G)I-dle"",""Super Lady"",179,22]]"
"2024-03-09","[[2703,""LE SSERAFIM"",""Easy"",13,188],[""1495"",""Jungkook"",""Seven"",29,172],[1495,""Jungkook"",""Standing Next To You"",35,166],[2703,""LE SSERAFIM"",""Perfect Night"",72,129],[515,""BIBI"",""Bam Yang Gang"",79,122],[2703,""LE SSERAFIM"",""Smart"",91,110],[""208"",""Twice"",""One Spark"",93,108],[98,""IU"",""Love Wins All"",111,90],[""1495"",""Jungkook"",""3D"",123,78],[2649,""Jimin"",""Like Crazy"",151,50]]"
"2024-03-16","[[2703,""LE SSERAFIM"",""Easy"",16,185],[""1495"",""Jungkook"",""Seven"",28,173],[1495,""Jungkook"",""Standing Next To You"",37,164],[2703,""LE SSERAFIM"",""Smart"",53,148],[2703,""LE SSERAFIM"",""Perfect Night"",80,121],[515,""BIBI"",""Bam Yang Gang"",82,119],[""1495"",""Jungkook"",""3D"",132,69],[2649,""Jimin"",""Like Crazy"",144,57],[""208"",""Twice"",""One Spark"",154,47],[98,""IU"",""Love Wins All"",175,26]]"
"2024-03-23","[[2703,""LE SSERAFIM"",""Easy"",30,171],[""1495"",""Jungkook"",""Seven"",44,157],[2703,""LE SSERAFIM"",""Smart"",46,155],[1495,""Jungkook"",""Standing Next To You"",52,149],[2703,""LE SSERAFIM"",""Perfect Night"",95,106],[515,""BIBI"",""Bam Yang Gang"",117,84],[2649,""Jimin"",""Like Crazy"",142,59],[""1495"",""Jungkook"",""3D"",152,49],[""208"",""Twice"",""One Spark"",178,23],[292,""(G)I-dle"",""Fate"",193,8]]"
"2024-03-30","[[""607"",""V"",""FRI(END)S"",5,196],[2703,""LE SSERAFIM"",""Easy"",31,170],[""1495"",""Jungkook"",""Seven"",42,159],[2703,""LE SSERAFIM"",""Smart"",44,157],[1495,""Jungkook"",""Standing Next To You"",51,150],[292,""(G)I-dle"",""Fate"",95,106],[2703,""LE SSERAFIM"",""Perfect Night"",105,96],[2649,""Jimin"",""Like Crazy"",115,86],[""1495"",""Jungkook"",""3D"",146,55],[515,""BIBI"",""Bam Yang Gang"",193,8]]"
"2024-04-06","[[""607"",""V"",""FRI(END)S"",37,164],[2703,""LE SSERAFIM"",""Smart"",39,162],[""1495"",""Jungkook"",""Seven"",46,155],[2703,""LE SSERAFIM"",""Easy"",58,143],[7581,""ILLIT"",""Magnetic"",63,138],[1495,""Jungkook"",""Standing Next To You"",80,121],[292,""(G)I-dle"",""Fate"",114,87],[2703,""LE SSERAFIM"",""Perfect Night"",130,71],[2649,""Jimin"",""Like Crazy"",137,64],[""1495"",""Jungkook"",""3D"",178,23]]"
"2024-04-13","[[7581,""ILLIT"",""Magnetic"",8,193],[""1495"",""Jungkook"",""Seven"",48,153],[2703,""LE SSERAFIM"",""Smart"",49,152],[2703,""LE SSERAFIM"",""Easy"",61,140],[""607"",""V"",""FRI(END)S"",65,136],[1495,""Jungkook"",""Standing Next To You"",86,115],[5229,""BABYMONSTER"",""Sheesh"",87,114],[""465"",""TXT"",""Deja Vu"",95,106],[292,""(G)I-dle"",""Fate"",123,78],[2703,""LE SSERAFIM"",""Perfect Night"",136,65],[2649,""Jimin"",""Like Crazy"",149,52],[""1495"",""Jungkook"",""3D"",188,13]]"
"2024-04-20","[[7581,""ILLIT"",""Magnetic"",6,195],[""465"",""TXT"",""Deja Vu"",39,162],[""1495"",""Jungkook"",""Seven"",46,155],[2703,""LE SSERAFIM"",""Smart"",48,153],[5229,""BABYMONSTER"",""Sheesh"",49,152],[2703,""LE SSERAFIM"",""Easy"",73,128],[1495,""Jungkook"",""Standing Next To You"",92,109],[""607"",""V"",""FRI(END)S"",103,98],[292,""(G)I-dle"",""Fate"",141,60],[2703,""LE SSERAFIM"",""Perfect Night"",148,53],[5634,""Kiss of Life"",""Midas Touch"",166,35],[2649,""Jimin"",""Like Crazy"",167,34]]"
"2024-04-27","[[7581,""ILLIT"",""Magnetic"",6,195],[5229,""BABYMONSTER"",""Sheesh"",33,168],[""1495"",""Jungkook"",""Seven"",44,157],[2703,""LE SSERAFIM"",""Smart"",46,155],[""465"",""TXT"",""Deja Vu"",74,127],[2703,""LE SSERAFIM"",""Easy"",85,116],[1495,""Jungkook"",""Standing Next To You"",98,103],[""607"",""V"",""FRI(END)S"",154,47],[2703,""LE SSERAFIM"",""Perfect Night"",158,43],[292,""(G)I-dle"",""Fate"",185,16],[2649,""Jimin"",""Like Crazy"",192,9],[5634,""Kiss of Life"",""Midas Touch"",196,5]]"
"2024-05-04","[[7581,""ILLIT"",""Magnetic"",21,180],[5229,""BABYMONSTER"",""Sheesh"",60,141],[""1495"",""Jungkook"",""Seven"",78,123],[2703,""LE SSERAFIM"",""Smart"",83,118],[1495,""Jungkook"",""Standing Next To You"",129,72],[2703,""LE SSERAFIM"",""Easy"",140,61],[""465"",""TXT"",""Deja Vu"",145,56],[""607"",""V"",""FRI(END)S"",200,1]]"
"2024-05-11","[[7581,""ILLIT"",""Magnetic"",12,189],[5229,""BABYMONSTER"",""Sheesh"",47,154],[""1495"",""Jungkook"",""Seven"",68,133],[171,""Seventeen"",""Maestro"",91,110],[2703,""LE SSERAFIM"",""Smart"",97,104],[1495,""Jungkook"",""Standing Next To You"",133,68],[1408,""IVE"",""Heya"",173,28],[2703,""LE SSERAFIM"",""Easy"",177,24]]"
"2024-05-18","[[7581,""ILLIT"",""Magnetic"",16,185],[171,""Seventeen"",""Maestro"",50,151],[1408,""IVE"",""Heya"",56,145],[5229,""BABYMONSTER"",""Sheesh"",57,144],[""1495"",""Jungkook"",""Seven"",73,128],[1495,""Jungkook"",""Standing Next To You"",134,67],[2703,""LE SSERAFIM"",""Smart"",135,66],[49,""Crush"",""Love You With All My Heart"",184,17]]"
"2024-05-25","[[7581,""ILLIT"",""Magnetic"",17,184],[264,""RM"",""Come Back To Me"",24,177],[""707"",""Aespa"",""Supernova"",50,151],[5229,""BABYMONSTER"",""Sheesh"",62,139],[1408,""IVE"",""Heya"",69,132],[""1495"",""Jungkook"",""Seven"",77,124],[171,""Seventeen"",""Maestro"",93,108],[1495,""Jungkook"",""Standing Next To You"",146,55],[2703,""LE SSERAFIM"",""Smart"",192,9]]"
"2024-06-01","[[""707"",""Aespa"",""Supernova"",19,182],[7581,""ILLIT"",""Magnetic"",24,177],[5229,""BABYMONSTER"",""Sheesh"",61,140],[""1495"",""Jungkook"",""Seven"",71,130],[1408,""IVE"",""Heya"",85,116],[171,""Seventeen"",""Maestro"",150,51],[1495,""Jungkook"",""Standing Next To You"",163,38]]"
"2024-06-08","[[3457,""NewJeans"",""How Sweet"",15,186],[""707"",""Aespa"",""Supernova"",17,184],[7581,""ILLIT"",""Magnetic"",21,180],[3457,""NewJeans"",""Bubble Gum"",30,171],[""707"",""Aespa"",""Armageddon"",55,146],[5229,""BABYMONSTER"",""Sheesh"",67,134],[264,""RM"",""Lost!"",68,133],[""1495"",""Jungkook"",""Seven"",73,128],[1408,""IVE"",""Heya"",118,83],[1495,""Jungkook"",""Standing Next To You"",183,18],[7825,""Eclipse"",""Sudden Shower"",199,2]]"
"2024-06-15","[[""707"",""Aespa"",""Supernova"",18,183],[3457,""NewJeans"",""How Sweet"",21,180],[7581,""ILLIT"",""Magnetic"",23,178],[""707"",""Aespa"",""Armageddon"",28,173],[3457,""NewJeans"",""Bubble Gum"",48,153],[""1495"",""Jungkook"",""Seven"",69,132],[5229,""BABYMONSTER"",""Sheesh"",77,124],[1408,""IVE"",""Heya"",145,56],[7825,""Eclipse"",""Sudden Shower"",167,34],[1495,""Jungkook"",""Standing Next To You"",185,16]]"
"2024-06-22","[[1495,""Jungkook"",""Never Let Go"",20,181],[""707"",""Aespa"",""Supernova"",23,178],[7581,""ILLIT"",""Magnetic"",25,176],[3457,""NewJeans"",""How Sweet"",28,173],[""707"",""Aespa"",""Armageddon"",35,166],[""1495"",""Jungkook"",""Seven"",49,152],[3457,""NewJeans"",""Bubble Gum"",77,124],[5229,""BABYMONSTER"",""Sheesh"",92,109],[1495,""Jungkook"",""Standing Next To You"",117,84],[1408,""IVE"",""Heya"",191,10],[7825,""Eclipse"",""Sudden Shower"",193,8],[2649,""Jimin"",""Like Crazy"",194,7]]"
"2024-06-29","[[""707"",""Aespa"",""Supernova"",25,176],[7581,""ILLIT"",""Magnetic"",26,175],[3457,""NewJeans"",""How Sweet"",28,173],[""707"",""Aespa"",""Armageddon"",41,160],[1545,""Nayeon"",""ABCD"",54,147],[""1495"",""Jungkook"",""Seven"",59,142],[3457,""NewJeans"",""Bubble Gum"",85,116],[1495,""Jungkook"",""Never Let Go"",95,106],[5229,""BABYMONSTER"",""Sheesh"",111,90],[1495,""Jungkook"",""Standing Next To You"",159,42],[2649,""Jimin"",""Like Crazy"",193,8]]"
"2024-07-06","[[3457,""NewJeans"",""Supernatural"",25,176],[7581,""ILLIT"",""Magnetic"",30,171],[""707"",""Aespa"",""Supernova"",31,170],[3457,""NewJeans"",""How Sweet"",36,165],[""707"",""Aespa"",""Armageddon"",56,145],[""1495"",""Jungkook"",""Seven"",70,131],[3457,""NewJeans"",""Right Now"",81,120],[1545,""Nayeon"",""ABCD"",107,94],[3457,""NewJeans"",""Bubble Gum"",114,87],[5229,""BABYMONSTER"",""Sheesh"",160,41],[2649,""Jimin"",""Like Crazy"",166,35],[1495,""Jungkook"",""Standing Next To You"",197,4]]"
"2024-07-13","[[1317,""Lisa"",""Rockstar"",4,195],[2649,""Jimin"",""Smeraldo Garden Marching Band"",16,184],[7581,""ILLIT"",""Magnetic"",32,169],[3457,""NewJeans"",""Supernatural"",34,167],[""707"",""Aespa"",""Supernova"",35,166],[3457,""NewJeans"",""How Sweet"",46,155],[""1495"",""Jungkook"",""Seven"",64,137],[""707"",""Aespa"",""Armageddon"",66,135],[2649,""Jimin"",""Like Crazy"",108,93],[1545,""Nayeon"",""ABCD"",144,57],[3457,""NewJeans"",""Bubble Gum"",153,48],[5229,""BABYMONSTER"",""Sheesh"",185,16],[1495,""Jungkook"",""Standing Next To You"",190,11]]"
"2024-07-20","[[7581,""ILLIT"",""Magnetic"",35,166],[3457,""NewJeans"",""Supernatural"",37,164],[""707"",""Aespa"",""Supernova"",41,160],[2649,""Jimin"",""Smeraldo Garden Marching Band"",48,151],[3457,""NewJeans"",""How Sweet"",61,140],[""1495"",""Jungkook"",""Seven"",69,132],[""707"",""Aespa"",""Armageddon"",84,117],[5634,""Kiss of Life"",""Sticky"",87,114],[5229,""BABYMONSTER"",""Forever"",141,60],[2649,""Jimin"",""Like Crazy"",184,17],[3457,""NewJeans"",""Bubble Gum"",188,13]]"
"2024-07-27","[[1317,""Lisa"",""Rockstar"",27,172],[7581,""ILLIT"",""Magnetic"",53,148],[3457,""NewJeans"",""Supernatural"",54,147],[""707"",""Aespa"",""Supernova"",64,137],[""1495"",""Jungkook"",""Seven"",78,123],[713,""Enhypen"",""XO (Only If You Say Yes)"",84,117],[3457,""NewJeans"",""How Sweet"",89,112],[2649,""Jimin"",""Smeraldo Garden Marching Band"",91,108],[5634,""Kiss of Life"",""Sticky"",96,105],[""707"",""Aespa"",""Armageddon"",113,88]]"
"2024-08-03","[[2649,""Jimin"",""Who"",1,400],[288,""Stray Kids"",""Chk Chk Boom"",10,191],[1317,""Lisa"",""Rockstar"",31,168],[7581,""ILLIT"",""Magnetic"",54,147],[2649,""Jimin"",""Smeraldo Garden Marching Band"",60,139],[3457,""NewJeans"",""Supernatural"",62,139],[""707"",""Aespa"",""Supernova"",67,134],[""1495"",""Jungkook"",""Seven"",69,132],[3457,""NewJeans"",""How Sweet"",88,113],[5634,""Kiss of Life"",""Sticky"",91,110],[2649,""Jimin"",""Be Mine"",123,76],[""707"",""Aespa"",""Armageddon"",143,58],[2649,""Jimin"",""Slow Dance"",159,40],[2649,""Jimin"",""Rebirth"",187,12],[1495,""Jungkook"",""Standing Next To You"",198,3]]"
"2024-08-10","[[2649,""Jimin"",""Who"",1,400],[288,""Stray Kids"",""Chk Chk Boom"",19,182],[1317,""Lisa"",""Rockstar"",43,156],[7581,""ILLIT"",""Magnetic"",61,140],[""707"",""Aespa"",""Supernova"",71,130],[""1495"",""Jungkook"",""Seven"",74,127],[3457,""NewJeans"",""Supernatural"",81,120],[5634,""Kiss of Life"",""Sticky"",92,109],[3457,""NewJeans"",""How Sweet"",94,107],[""707"",""Aespa"",""Armageddon"",151,50]]"
"2024-08-17","[[2649,""Jimin"",""Who"",5,194],[288,""Stray Kids"",""Chk Chk Boom"",32,169],[1317,""Lisa"",""Rockstar"",59,140],[7581,""ILLIT"",""Magnetic"",63,138],[""1495"",""Jungkook"",""Seven"",72,129],[""707"",""Aespa"",""Supernova"",87,114],[2649,""Jimin"",""Be Mine"",89,110],[3457,""NewJeans"",""Supernatural"",100,101],[3457,""NewJeans"",""How Sweet"",109,92],[5634,""Kiss of Life"",""Sticky"",121,80],[""707"",""Aespa"",""Armageddon"",173,28]]"
"2024-08-24","[[2649,""Jimin"",""Who"",6,193],[288,""Stray Kids"",""Chk Chk Boom"",53,148],[""1495"",""Jungkook"",""Seven"",68,133],[7581,""ILLIT"",""Magnetic"",71,130],[""707"",""Aespa"",""Supernova"",76,125],[1317,""Lisa"",""Rockstar"",77,122],[3457,""NewJeans"",""Supernatural"",121,80],[3457,""NewJeans"",""How Sweet"",135,66],[5634,""Kiss of Life"",""Sticky"",155,46],[""707"",""Aespa"",""Armageddon"",183,18]]"
"2024-08-31","[[2649,""Jimin"",""Who"",9,190],[1317,""Lisa"",""New Woman"",15,184],[""1495"",""Jungkook"",""Seven"",77,124],[1317,""Lisa"",""Rockstar"",83,116],[288,""Stray Kids"",""Chk Chk Boom"",85,116],[""707"",""Aespa"",""Supernova"",88,113],[7581,""ILLIT"",""Magnetic"",91,110],[3457,""NewJeans"",""Supernatural"",165,36],[3457,""NewJeans"",""How Sweet"",178,23],[""707"",""Aespa"",""Armageddon"",200,1]]"
"2024-09-07","[[2649,""Jimin"",""Who"",12,187],[1317,""Lisa"",""New Woman"",33,166],[""1495"",""Jungkook"",""Seven"",83,118],[7581,""ILLIT"",""Magnetic"",102,99],[""707"",""Aespa"",""Supernova"",106,95],[288,""Stray Kids"",""Chk Chk Boom"",111,90],[1317,""Lisa"",""Rockstar"",129,70],[3457,""NewJeans"",""Supernatural"",192,9],[1495,""Jungkook"",""Standing Next To You"",195,6]]"
"2024-09-14","[[2649,""Jimin"",""Who"",12,187],[2703,""LE SSERAFIM"",""Crazy"",17,184],[1317,""Lisa"",""New Woman"",46,153],[""1495"",""Jungkook"",""Seven"",73,128],[""707"",""Aespa"",""Supernova"",101,100],[7581,""ILLIT"",""Magnetic"",107,94],[288,""Stray Kids"",""Chk Chk Boom"",133,68],[1495,""Jungkook"",""Standing Next To You"",143,58],[1317,""Lisa"",""Rockstar"",163,36]]"
"2024-09-21","[[""2649"",""Jimin"",""Who"",12,189],[2703,""LE SSERAFIM"",""Crazy"",22,179],[""1495"",""Jungkook"",""Seven"",76,125],[""707"",""Aespa"",""Supernova"",116,85],[7581,""ILLIT"",""Magnetic"",125,76],[1495,""Jungkook"",""Standing Next To You"",155,46],[288,""Stray Kids"",""Chk Chk Boom"",162,39]]"
"2024-09-28","[[""2649"",""Jimin"",""Who"",13,188],[2703,""LE SSERAFIM"",""Crazy"",32,169],[""1495"",""Jungkook"",""Seven"",80,121],[""1317"",""Lisa"",""New Woman"",93,108],[7581,""ILLIT"",""Magnetic"",144,57],[""707"",""Aespa"",""Supernova"",146,55],[1495,""Jungkook"",""Standing Next To You"",170,31]]"
"2024-10-05","[[""2649"",""Jimin"",""Who"",12,189],[2703,""LE SSERAFIM"",""Crazy"",44,157],[""1495"",""Jungkook"",""Seven"",78,123],[""1317"",""Lisa"",""New Woman"",136,65],[""707"",""Aespa"",""Supernova"",155,46],[1495,""Jungkook"",""Standing Next To You"",156,45],[7581,""ILLIT"",""Magnetic"",166,35]]"
"2024-10-12","[[""2649"",""Jimin"",""Who"",13,188],[2703,""LE SSERAFIM"",""Crazy"",68,133],[""1495"",""Jungkook"",""Seven"",81,120],[7581,""ILLIT"",""Magnetic"",158,43],[1495,""Jungkook"",""Standing Next To You"",161,40],[""707"",""Aespa"",""Supernova"",169,32],[""1317"",""Lisa"",""New Woman"",173,28]]"
"2024-10-19","[[""2649"",""Jimin"",""Who"",11,190],[1317,""Lisa"",""Moonlit Floor"",38,161],[""1495"",""Jungkook"",""Seven"",84,117],[2703,""LE SSERAFIM"",""Crazy"",90,111],[7581,""ILLIT"",""Magnetic"",164,37],[1495,""Jungkook"",""Standing Next To You"",174,27],[""707"",""Aespa"",""Supernova"",186,15]]"
"2024-10-26","[[366,""Jennie"",""Mantra"",3,198],[""2649"",""Jimin"",""Who"",13,188],[2446,""Karina"",""Up"",27,174],[1317,""Lisa"",""Moonlit Floor"",37,162],[2703,""LE SSERAFIM"",""Crazy"",89,112],[""1495"",""Jungkook"",""Seven"",90,111],[""1421"",""Jin"",""Super Tuna"",159,42],[7581,""ILLIT"",""Magnetic"",161,40],[""707"",""Aespa"",""Supernova"",185,16],[1495,""Jungkook"",""Standing Next To You"",186,15]]"
"2024-11-02","[[8197,""Rosé + Bruno Mars"",""APT."",1,400],[366,""Jennie"",""Mantra"",6,195],[""2649"",""Jimin"",""Who"",15,186],[1317,""Lisa"",""Moonlit Floor"",24,175],[""707"",""Aespa"",""Whiplash"",30,171],[2446,""Karina"",""Up"",41,160],[""1495"",""Jungkook"",""Seven"",91,110],[2703,""LE SSERAFIM"",""Crazy"",103,98],[7581,""ILLIT"",""Magnetic"",152,49],[1495,""Jungkook"",""Standing Next To You"",182,19],[""707"",""Aespa"",""Supernova"",188,13],[1317,""Lisa"",""Rockstar"",195,4]]"
"2024-11-09","[[8197,""Rosé + Bruno Mars"",""APT."",1,400],[366,""Jennie"",""Mantra"",7,194],[""707"",""Aespa"",""Whiplash"",8,193],[""2649"",""Jimin"",""Who"",16,185],[""1421"",""Jin"",""I'll Be There"",25,176],[1317,""Lisa"",""Moonlit Floor"",35,164],[2446,""Karina"",""Up"",78,123],[""1495"",""Jungkook"",""Seven"",105,96],[7581,""ILLIT"",""Cherish (My Love)"",110,91],[2703,""LE SSERAFIM"",""Crazy"",156,45],[7581,""ILLIT"",""Magnetic"",170,31],[1495,""Jungkook"",""Standing Next To You"",188,13]]"
"2024-11-16","[[8197,""Rosé + Bruno Mars"",""APT."",1,400],[""707"",""Aespa"",""Whiplash"",11,190],[""2649"",""Jimin"",""Who"",13,188],[366,""Jennie"",""Mantra"",21,180],[""68"",""G-DRAGON"",""POWER"",29,172],[5229,""BABYMONSTER"",""Drip"",30,171],[1317,""Lisa"",""Moonlit Floor"",51,148],[""1421"",""Jin"",""I'll Be There"",84,117],[2446,""Karina"",""Up"",98,103],[""1495"",""Jungkook"",""Seven"",103,98],[7581,""ILLIT"",""Cherish (My Love)"",136,65],[2703,""LE SSERAFIM"",""Crazy"",167,34],[7581,""ILLIT"",""Magnetic"",184,17],[1495,""Jungkook"",""Standing Next To You"",185,16],[""707"",""Aespa"",""Supernova"",193,8]]"
"2024-11-23","[[8197,""Rosé + Bruno Mars"",""APT."",1,400],[""2649"",""Jimin"",""Who"",13,188],[""707"",""Aespa"",""Whiplash"",17,184],[366,""Jennie"",""Mantra"",23,178],[5229,""BABYMONSTER"",""Drip"",38,163],[1317,""Lisa"",""Moonlit Floor"",76,123],[""68"",""G-DRAGON"",""POWER"",92,109],[""1495"",""Jungkook"",""Seven"",110,91],[""1421"",""Jin"",""I'll Be There"",123,78],[2446,""Karina"",""Up"",143,58],[""465"",""TXT"",""Over The Moon"",195,6]]"
"2024-11-30","[[8197,""Rosé + Bruno Mars"",""APT."",1,400],[""1421"",""Jin"",""Running Wild"",5,196],[""2649"",""Jimin"",""Who"",21,180],[""707"",""Aespa"",""Whiplash"",24,177],[366,""Jennie"",""Mantra"",37,164],[""1421"",""Jin"",""I'll Be There"",56,145],[5229,""BABYMONSTER"",""Drip"",81,120],[1317,""Lisa"",""Moonlit Floor"",128,71],[""1495"",""Jungkook"",""Seven"",133,68],[5634,""Kiss of Life"",""Igloo"",199,2]]"
